"data_category","action","action_name","column_name","event_name","price_code","old_value","new_value","upd_user","upd_datetime"
"Price Code","U","Update","price","E6BB0621","B","195.36","190.36","BRA506","2026-04-03 01:50:35.250"
"Price Code","U","Update","price","E6BB0621","B","190.36","200.36","BRA509","2026-04-27 00:37:25.851"
"Price Code","U","Update","price","E6BB0621","B","200.36","225.36","BRA510","2026-05-07 16:27:27.466"
"Price Code","I","Insert",NA,"E6BB0621","C",NA,"173.28|173.28||I|Standard Pricing|163.28|0.00|0.00|10.00|0.00","BRA503","2025-12-02 13:17:17.784"
"Price Code","U","Update","price","E6BB0621","C","173.28","193.28","BRA504","2026-02-01 16:24:47.320"
"Price Code","U","Update","price","E6BB0621","C","193.28","208.28","BRA503","2026-02-12 21:27:59.039"
"Price Code","U","Update","price","E6BB0621","C","208.28","238.28","BRA502","2026-03-16 07:26:35.121"
"Price Code","I","Insert",NA,"E6BB0621","D",NA,"183|183||I|Standard Pricing|173|0.00|0.00|10.00|0.00","BRA510","2025-11-23 07:57:49.456"
"Price Code","U","Update","price","E6BB0621","D","183","178","BRA508","2026-01-22 08:20:22.748"
"Price Code","U","Update","price","E6BB0621","D","178","188","BRA500","2026-04-27 00:31:21.437"
"Price Code","U","Update","price","E6BB0621","D","188","193","BRA504","2026-05-26 03:35:14.377"
"Price Code","U","Update","price","E6BB0621","D","193","183","BRA502","2026-05-29 16:52:44.643"
"Price Code","U","Update","price","E6BB0621","D","183","173","BRA504","2026-06-06 05:25:03.961"
"Price Code","I","Insert",NA,"E6BB0621","E",NA,"158.98|158.98||I|Standard Pricing|148.98|0.00|0.00|10.00|0.00","BRA506","2025-12-12 03:39:02.787"
"Price Code","U","Update","price","E6BB0621","E","158.98","173.98","BRA500","2026-02-01 12:06:55.396"
"Price Code","U","Update","price","E6BB0621","E","173.98","188.98","BRA506","2026-03-07 14:43:31.407"
"Price Code","U","Update","price","E6BB0621","E","188.98","173.98","BRA500","2026-03-18 15:28:53.124"
"Price Code","I","Insert",NA,"E6BB0621","F",NA,"139.98|139.98||I|Standard Pricing|129.98|0.00|0.00|10.00|0.00","BRA502","2025-11-19 02:24:15.040"
"Price Code","U","Update","price","E6BB0621","F","139.98","149.98","BRA509","2026-04-29 20:19:25.347"
"Price Code","U","Update","price","E6BB0621","F","149.98","179.98","BRA505","2026-05-31 02:56:37.909"
"Price Code","I","Insert",NA,"E6BB0621","G",NA,"102.55|102.55||I|Standard Pricing|92.55|0.00|0.00|10.00|0.00","BRA502","2025-11-24 20:37:57.982"
"Price Code","U","Update","price","E6BB0621","G","102.55","122.55","BRA500","2026-01-25 08:23:38.186"
"Price Code","U","Update","price","E6BB0621","G","122.55","117.55","BRA503","2026-03-23 08:09:11.154"
"Price Code","U","Update","price","E6BB0621","G","117.55","102.55","BRA506","2026-04-28 12:25:17.283"
"Price Code","U","Update","price","E6BB0621","G","102.55","122.55","BRA509","2026-06-08 18:38:20.410"
"Price Code","I","Insert",NA,"E6BB0621","H",NA,"84.52|84.52||I|Standard Pricing|74.52|0.00|0.00|10.00|0.00","BRA509","2025-11-20 01:34:57.979"
"Price Code","U","Update","price","E6BB0621","H","84.52","109.52","BRA504","2026-02-23 14:33:43.017"
"Price Code","U","Update","price","E6BB0621","H","109.52","114.52","BRA505","2026-04-17 21:06:52.332"
"Price Code","I","Insert",NA,"E6BB0621","I",NA,"68.98|68.98||I|Standard Pricing|58.98|0.00|0.00|10.00|0.00","BRA504","2025-11-09 15:43:47.043"
"Price Code","U","Update","price","E6BB0621","I","68.98","63.98","BRA510","2026-01-15 17:54:52.939"
"Price Code","U","Update","price","E6BB0621","I","63.98","58.98","BRA500","2026-01-26 20:31:41.640"
"Price Code","U","Update","price","E6BB0621","I","58.98","78.98","BRA505","2026-01-28 00:48:04.482"
"Price Code","U","Update","price","E6BB0621","I","78.98","108.98","BRA510","2026-05-10 22:45:26.167"
"Price Code","I","Insert",NA,"E6BB0621","J",NA,"58.05|58.05||I|Standard Pricing|48.05|0.00|0.00|10.00|0.00","BRA504","2025-11-21 08:07:01.049"
"Price Code","U","Update","price","E6BB0621","J","58.05","83.05","BRA506","2026-01-21 15:01:32.748"
"Price Code","U","Update","price","E6BB0621","J","83.05","88.05","BRA507","2026-05-15 00:31:12.077"
"Price Code","I","Insert",NA,"E6BB0621","K",NA,"50.79|50.79||I|Standard Pricing|40.79|0.00|0.00|10.00|0.00","BRA506","2025-12-12 08:03:18.152"
"Price Code","U","Update","price","E6BB0621","K","50.79","35.79","BRA501","2026-02-12 11:03:45.722"
"Price Code","U","Update","price","E6BB0621","K","35.79","55.79","BRA508","2026-03-13 08:03:31.807"
"Price Code","U","Update","price","E6BB0621","K","55.79","85.79","BRA509","2026-04-25 21:22:37.209"
"Price Code","U","Update","price","E6BB0621","K","85.79","80.79","BRA503","2026-04-26 18:17:24.871"
"Price Code","U","Update","price","E6BB0621","K","80.79","65.79","BRA504","2026-04-30 20:56:23.350"
"Price Code","I","Insert",NA,"E6BB0621","L",NA,"42.87|42.87||I|Standard Pricing|32.87|0.00|0.00|10.00|0.00","BRA510","2025-11-17 01:03:08.589"
"Price Code","U","Update","price","E6BB0621","L","42.87","67.87","BRA504","2026-02-13 01:30:24.484"
"Price Code","U","Update","price","E6BB0621","L","67.87","72.87","BRA504","2026-02-19 03:26:39.456"
"Price Code","U","Update","price","E6BB0621","L","72.87","97.87","BRA503","2026-02-22 16:28:54.154"
"Price Code","U","Update","price","E6BB0621","L","97.87","107.87","BRA504","2026-06-07 10:25:42.544"
"Price Code","I","Insert",NA,"E6BB0623","A",NA,"225.73|225.73||I|Standard Pricing|215.73|0.00|0.00|10.00|0.00","BRA502","2025-11-11 08:01:01.687"
"Price Code","U","Update","price","E6BB0623","A","225.73","240.73","BRA510","2026-02-11 09:14:07.369"
"Price Code","U","Update","price","E6BB0623","A","240.73","260.73","BRA506","2026-03-24 14:45:19.138"
"Price Code","U","Update","price","E6BB0623","A","260.73","265.73","BRA500","2026-05-20 02:12:19.019"
"Price Code","U","Update","price","E6BB0623","A","265.73","295.73","BRA506","2026-05-27 04:17:40.826"
"Price Code","I","Insert",NA,"E6BB0623","B",NA,"220.78|220.78||I|Standard Pricing|210.78|0.00|0.00|10.00|0.00","BRA502","2025-11-09 02:31:17.999"
"Price Code","U","Update","price","E6BB0623","B","220.78","215.78","BRA502","2026-03-31 12:42:47.300"
"Price Code","U","Update","price","E6BB0623","B","215.78","230.78","BRA507","2026-04-04 10:16:14.011"
"Price Code","U","Update","price","E6BB0623","B","230.78","220.78","BRA505","2026-04-20 19:47:52.992"
"Price Code","U","Update","price","E6BB0623","B","220.78","210.78","BRA501","2026-05-07 02:45:48.680"
"Price Code","U","Update","price","E6BB0623","B","210.78","215.78","BRA510","2026-05-19 05:53:05.872"
"Price Code","I","Insert",NA,"E6BB0623","C",NA,"190.86|190.86||I|Standard Pricing|180.86|0.00|0.00|10.00|0.00","BRA503","2025-11-13 05:49:04.026"
"Price Code","U","Update","price","E6BB0623","C","190.86","185.86","BRA508","2026-02-09 13:48:53.812"
"Price Code","U","Update","price","E6BB0623","C","185.86","215.86","BRA501","2026-03-06 01:19:39.313"
"Price Code","U","Update","price","E6BB0623","C","215.86","245.86","BRA510","2026-05-23 18:39:15.166"
"Price Code","I","Insert",NA,"E6BB0623","D",NA,"189.72|189.72||I|Standard Pricing|179.72|0.00|0.00|10.00|0.00","BRA509","2025-11-01 21:13:23.282"
"Price Code","U","Update","price","E6BB0623","D","189.72","214.72","BRA501","2026-02-03 22:56:01.629"
"Price Code","U","Update","price","E6BB0623","D","214.72","224.72","BRA504","2026-02-21 07:57:50.500"
"Price Code","U","Update","price","E6BB0623","D","224.72","239.72","BRA510","2026-03-25 05:25:45.621"
"Price Code","U","Update","price","E6BB0623","D","239.72","269.72","BRA502","2026-05-01 15:05:01.191"
"Price Code","U","Update","price","E6BB0623","D","269.72","279.72","BRA502","2026-06-12 10:28:28.473"
"Price Code","I","Insert",NA,"E6BB0623","E",NA,"140.53|140.53||I|Standard Pricing|130.53|0.00|0.00|10.00|0.00","BRA500","2025-11-11 17:56:39.468"
"Price Code","U","Update","price","E6BB0623","E","140.53","145.53","BRA502","2026-01-30 08:26:04.424"
"Price Code","U","Update","price","E6BB0623","E","145.53","160.53","BRA505","2026-02-27 12:36:23.286"
"Price Code","U","Update","price","E6BB0623","E","160.53","190.53","BRA509","2026-04-04 15:40:39.565"
"Price Code","U","Update","price","E6BB0623","E","190.53","215.53","BRA501","2026-04-26 21:16:02.410"
"Price Code","U","Update","price","E6BB0623","E","215.53","205.53","BRA500","2026-06-17 03:02:38.735"
"Price Code","I","Insert",NA,"E6BB0623","F",NA,"117.09|117.09||I|Standard Pricing|107.09|0.00|0.00|10.00|0.00","BRA500","2025-12-13 18:29:02.310"
"Price Code","U","Update","price","E6BB0623","F","117.09","107.09","BRA503","2026-01-26 23:08:30.305"
"Price Code","U","Update","price","E6BB0623","F","107.09","132.09","BRA502","2026-03-07 03:51:21.934"
"Price Code","I","Insert",NA,"E6BB0623","G",NA,"126.26|126.26||I|Standard Pricing|116.26|0.00|0.00|10.00|0.00","BRA501","2025-11-15 08:55:47.623"
"Price Code","U","Update","price","E6BB0623","G","126.26","131.26","BRA503","2026-04-24 13:48:12.076"
"Price Code","U","Update","price","E6BB0623","G","131.26","126.26","BRA505","2026-05-03 13:35:00.346"
"Price Code","U","Update","price","E6BB0623","G","126.26","116.26","BRA508","2026-05-22 07:37:48.934"
"Price Code","U","Update","price","E6BB0623","G","116.26","111.26","BRA506","2026-05-24 04:32:39.295"
"Price Code","U","Update","price","E6BB0623","G","111.26","141.26","BRA506","2026-06-21 22:16:31.080"
"Price Code","I","Insert",NA,"E6BB0623","H",NA,"104.55|104.55||I|Standard Pricing|94.55|0.00|0.00|10.00|0.00","BRA500","2025-12-10 03:27:47.229"
"Price Code","U","Update","price","E6BB0623","H","104.55","134.55","BRA502","2026-01-24 01:42:55.322"
"Price Code","U","Update","price","E6BB0623","H","134.55","154.55","BRA506","2026-02-03 16:06:29.777"
"Price Code","U","Update","price","E6BB0623","H","154.55","164.55","BRA509","2026-03-03 10:26:16.791"
"Price Code","I","Insert",NA,"E6BB0623","I",NA,"84.21|84.21||I|Standard Pricing|74.21|0.00|0.00|10.00|0.00","BRA510","2025-11-23 19:13:54.846"
"Price Code","U","Update","price","E6BB0623","I","84.21","74.21","BRA500","2026-03-17 13:20:08.634"
"Price Code","U","Update","price","E6BB0623","I","74.21","89.21","BRA506","2026-03-30 12:25:13.300"
"Price Code","U","Update","price","E6BB0623","I","89.21","114.21","BRA504","2026-05-17 08:46:28.624"
"Price Code","U","Update","price","E6BB0623","I","114.21","139.21","BRA503","2026-06-21 10:10:53.488"
"Price Code","I","Insert",NA,"E6BB0623","J",NA,"67.51|67.51||I|Standard Pricing|57.51|0.00|0.00|10.00|0.00","BRA509","2025-11-10 03:12:56.358"
"Price Code","U","Update","price","E6BB0623","J","67.51","92.51","BRA502","2026-03-05 15:54:18.305"
"Price Code","U","Update","price","E6BB0623","J","92.51","107.51","BRA500","2026-04-15 04:08:49.186"
"Price Code","U","Update","price","E6BB0623","J","107.51","132.51","BRA500","2026-05-05 19:59:18.393"
"Price Code","U","Update","price","E6BB0623","J","132.51","157.51","BRA510","2026-06-11 03:20:20.732"
"Price Code","I","Insert",NA,"E6BB0623","K",NA,"55.12|55.12||I|Standard Pricing|45.12|0.00|0.00|10.00|0.00","BRA505","2025-11-19 15:54:50.510"
"Price Code","U","Update","price","E6BB0623","K","55.12","60.12","BRA509","2026-01-31 09:23:38.919"
"Price Code","U","Update","price","E6BB0623","K","60.12","65.12","BRA500","2026-03-11 02:35:43.054"
"Price Code","I","Insert",NA,"E6BB0623","L",NA,"42.98|42.98||I|Standard Pricing|32.98|0.00|0.00|10.00|0.00","BRA506","2025-11-17 06:22:06.981"
"Price Code","U","Update","price","E6BB0623","L","42.98","57.98","BRA505","2026-01-17 01:30:37.048"
"Price Code","U","Update","price","E6BB0623","L","57.98","82.98","BRA507","2026-03-29 13:21:59.971"
"Price Code","U","Update","price","E6BB0623","L","82.98","97.98","BRA500","2026-04-19 06:42:14.580"
"Price Code","U","Update","price","E6BB0623","L","97.98","102.98","BRA506","2026-05-05 04:43:39.883"
"Price Code","U","Update","price","E6BB0623","L","102.98","127.98","BRA506","2026-06-16 15:00:10.250"
"Price Code","I","Insert",NA,"E6BB0623","M",NA,"37.58|37.58||I|Standard Pricing|27.58|0.00|0.00|10.00|0.00","BRA507","2025-11-20 04:28:13.813"
"Price Code","U","Update","price","E6BB0623","M","37.58","32.58","BRA503","2026-03-19 20:12:04.600"
"Price Code","U","Update","price","E6BB0623","M","32.58","27.58","BRA500","2026-05-12 07:08:52.124"
"Price Code","I","Insert",NA,"E6BB0623","N",NA,"27.32|27.32||I|Standard Pricing|17.32|0.00|0.00|10.00|0.00","BRA506","2025-11-22 10:06:37.893"
"Price Code","U","Update","price","E6BB0623","N","27.32","47.32","BRA500","2026-04-06 16:54:25.649"
"Price Code","U","Update","price","E6BB0623","N","47.32","37.32","BRA510","2026-06-02 03:06:04.752"
"Price Code","I","Insert",NA,"E6BB0623","O",NA,"23.46|23.46||I|Standard Pricing|13.46|0.00|0.00|10.00|0.00","BRA505","2025-11-06 09:02:12.753"
"Price Code","U","Update","price","E6BB0623","O","23.46","53.46","BRA509","2026-01-26 22:21:06.942"
"Price Code","U","Update","price","E6BB0623","O","53.46","63.46","BRA501","2026-01-28 16:25:52.755"
"Price Code","U","Update","price","E6BB0623","O","63.46","78.46","BRA505","2026-02-27 18:37:37.207"
"Price Code","U","Update","price","E6BB0623","O","78.46","93.46","BRA506","2026-03-09 17:47:01.835"
"Price Code","U","Update","price","E6BB0623","O","93.46","123.46","BRA508","2026-06-09 09:26:18.066"
"Price Code","D","Delete",NA,"E6BB0623","H",NA,NA,"BRA509","2026-06-05 14:00:00.000"
"Price Code","I","Insert",NA,"E6BB0624","A",NA,"286.2|286.2||I|Standard Pricing|276.2|0.00|0.00|10.00|0.00","BRA507","2025-12-09 19:23:15.943"
"Price Code","U","Update","price","E6BB0624","A","286.2","281.2","BRA508","2026-02-05 05:18:17.840"
"Price Code","U","Update","price","E6BB0624","A","281.2","301.2","BRA503","2026-02-05 22:20:42.335"
"Price Code","U","Update","price","E6BB0624","A","301.2","326.2","BRA508","2026-03-29 23:05:57.663"
"Price Code","U","Update","price","E6BB0624","A","326.2","351.2","BRA504","2026-04-07 05:19:26.893"
"Price Code","U","Update","price","E6BB0624","A","351.2","361.2","BRA502","2026-05-09 12:21:13.497"
"Price Code","I","Insert",NA,"E6BB0624","B",NA,"243.48|243.48||I|Standard Pricing|233.48|0.00|0.00|10.00|0.00","BRA508","2025-12-10 14:24:54.039"
"Price Code","U","Update","price","E6BB0624","B","243.48","273.48","BRA500","2026-03-05 22:14:19.192"
"Price Code","U","Update","price","E6BB0624","B","273.48","298.48","BRA503","2026-05-27 16:51:04.295"
"Price Code","I","Insert",NA,"E6BB0624","C",NA,"214.42|214.42||I|Standard Pricing|204.42|0.00|0.00|10.00|0.00","BRA500","2025-11-11 00:33:20.795"
"Price Code","U","Update","price","E6BB0624","C","214.42","234.42","BRA502","2026-04-14 06:01:22.346"
"Price Code","U","Update","price","E6BB0624","C","234.42","249.42","BRA504","2026-05-15 11:23:18.101"
"Price Code","U","Update","price","E6BB0624","C","249.42","264.42","BRA503","2026-06-07 13:54:59.637"
"Price Code","U","Update","price","E6BB0624","C","264.42","279.42","BRA501","2026-06-14 03:44:17.501"
"Price Code","U","Update","price","E6BB0624","C","279.42","309.42","BRA507","2026-06-23 12:40:29.774"
"Price Code","I","Insert",NA,"E6BB0624","D",NA,"184.65|184.65||I|Standard Pricing|174.65|0.00|0.00|10.00|0.00","BRA504","2025-11-08 10:59:16.394"
"Price Code","U","Update","price","E6BB0624","D","184.65","169.65","BRA507","2026-02-01 07:29:22.474"
"Price Code","U","Update","price","E6BB0624","D","169.65","164.65","BRA508","2026-05-15 07:11:24.672"
"Price Code","I","Insert",NA,"E6BB0624","E",NA,"162.15|162.15||I|Standard Pricing|152.15|0.00|0.00|10.00|0.00","BRA507","2025-11-11 07:29:44.865"
"Price Code","U","Update","price","E6BB0624","E","162.15","182.15","BRA505","2026-01-25 01:16:57.752"
"Price Code","U","Update","price","E6BB0624","E","182.15","167.15","BRA506","2026-02-24 16:58:09.921"
"Price Code","I","Insert",NA,"E6BB0624","F",NA,"130.97|130.97||I|Standard Pricing|120.97|0.00|0.00|10.00|0.00","BRA507","2025-11-12 07:42:48.751"
"Price Code","U","Update","price","E6BB0624","F","130.97","120.97","BRA501","2026-02-21 20:15:27.622"
"Price Code","U","Update","price","E6BB0624","F","120.97","115.97","BRA501","2026-04-14 17:42:35.899"
"Price Code","U","Update","price","E6BB0624","F","115.97","145.97","BRA501","2026-04-15 15:44:12.055"
"Price Code","I","Insert",NA,"E6BB0624","G",NA,"122.78|122.78||I|Standard Pricing|112.78|0.00|0.00|10.00|0.00","BRA510","2025-12-09 05:53:07.813"
"Price Code","U","Update","price","E6BB0624","G","122.78","112.78","BRA500","2026-02-13 13:32:11.098"
"Price Code","U","Update","price","E6BB0624","G","112.78","97.78","BRA503","2026-03-09 21:49:53.305"
"Price Code","U","Update","price","E6BB0624","G","97.78","117.78","BRA508","2026-04-17 14:22:38.336"
"Price Code","U","Update","price","E6BB0624","G","117.78","132.78","BRA509","2026-04-24 12:52:25.632"
"Price Code","I","Insert",NA,"E6BB0624","H",NA,"101.92|101.92||I|Standard Pricing|91.92|0.00|0.00|10.00|0.00","BRA501","2025-11-14 09:46:11.293"
"Price Code","U","Update","price","E6BB0624","H","101.92","116.92","BRA503","2026-02-10 19:51:07.804"
"Price Code","U","Update","price","E6BB0624","H","116.92","126.92","BRA502","2026-03-22 20:26:29.962"
"Price Code","U","Update","price","E6BB0624","H","126.92","136.92","BRA509","2026-04-07 03:40:59.532"
"Price Code","U","Update","price","E6BB0624","H","136.92","141.92","BRA501","2026-04-15 18:30:59.436"
"Price Code","U","Update","price","E6BB0624","H","141.92","151.92","BRA504","2026-04-25 19:19:47.231"
"Price Code","I","Insert",NA,"E6BB0624","I",NA,"75.44|75.44||I|Standard Pricing|65.44|0.00|0.00|10.00|0.00","BRA506","2025-11-17 19:21:05.614"
"Price Code","U","Update","price","E6BB0624","I","75.44","60.44","BRA501","2026-01-24 03:24:49.990"
"Price Code","U","Update","price","E6BB0624","I","60.44","70.44","BRA508","2026-05-04 13:09:37.378"
"Price Code","U","Update","price","E6BB0624","I","70.44","75.44","BRA509","2026-06-04 12:40:48.899"
"Price Code","I","Insert",NA,"E6BB0624","J",NA,"65.54|65.54||I|Standard Pricing|55.54|0.00|0.00|10.00|0.00","BRA507","2025-12-07 21:52:08.686"
"Price Code","U","Update","price","E6BB0624","J","65.54","50.54","BRA509","2026-03-02 02:49:35.473"
"Price Code","U","Update","price","E6BB0624","J","50.54","75.54","BRA500","2026-04-15 06:11:20.987"
"Price Code","U","Update","price","E6BB0624","J","75.54","65.54","BRA508","2026-04-20 00:07:26.860"
"Price Code","U","Update","price","E6BB0624","J","65.54","80.54","BRA503","2026-04-23 20:09:42.149"
"Price Code","I","Insert",NA,"E6BB0624","K",NA,"48.39|48.39||I|Standard Pricing|38.39|0.00|0.00|10.00|0.00","BRA500","2025-11-15 16:06:31.239"
"Price Code","U","Update","price","E6BB0624","K","48.39","33.39","BRA510","2026-02-10 23:02:23.716"
"Price Code","U","Update","price","E6BB0624","K","33.39","53.39","BRA500","2026-02-14 04:55:26.459"
"Price Code","U","Update","price","E6BB0624","K","53.39","43.39","BRA501","2026-02-26 16:13:15.339"
"Price Code","U","Update","price","E6BB0624","K","43.39","63.39","BRA500","2026-03-14 15:04:29.531"
"Price Code","I","Insert",NA,"E6BB0624","L",NA,"38.6|38.6||I|Standard Pricing|28.6|0.00|0.00|10.00|0.00","BRA501","2025-12-09 13:40:41.431"
"Price Code","U","Update","price","E6BB0624","L","38.6","68.6","BRA507","2026-01-30 17:24:17.138"
"Price Code","U","Update","price","E6BB0624","L","68.6","88.6","BRA501","2026-03-04 12:18:05.834"
"Price Code","U","Update","price","E6BB0624","L","88.6","78.6","BRA505","2026-05-30 09:56:31.890"
"Price Code","I","Insert",NA,"E6BB0626","A",NA,"247.27|247.27||I|Standard Pricing|237.27|0.00|0.00|10.00|0.00","BRA510","2025-12-07 11:07:14.384"
"Price Code","U","Update","price","E6BB0626","A","247.27","232.27","BRA508","2026-01-21 04:05:32.774"
"Price Code","U","Update","price","E6BB0626","A","232.27","222.27","BRA504","2026-01-31 06:29:30.378"
"Price Code","U","Update","price","E6BB0626","A","222.27","207.27","BRA503","2026-02-25 02:45:51.939"
"Price Code","U","Update","price","E6BB0626","A","207.27","197.27","BRA507","2026-06-10 06:40:52.967"
"Price Code","I","Insert",NA,"E6BB0626","B",NA,"241.96|241.96||I|Standard Pricing|231.96|0.00|0.00|10.00|0.00","BRA502","2025-11-10 19:19:49.024"
"Price Code","U","Update","price","E6BB0626","B","241.96","266.96","BRA502","2026-02-15 14:44:12.911"
"Price Code","U","Update","price","E6BB0626","B","266.96","281.96","BRA508","2026-02-17 10:03:09.701"
"Price Code","U","Update","price","E6BB0626","B","281.96","286.96","BRA505","2026-06-17 04:23:43.466"
"Price Code","I","Insert",NA,"E6BB0626","C",NA,"178.79|178.79||I|Standard Pricing|168.79|0.00|0.00|10.00|0.00","BRA509","2025-11-07 20:08:04.913"
"Price Code","U","Update","price","E6BB0626","C","178.79","188.79","BRA507","2026-03-04 08:55:22.804"
"Price Code","U","Update","price","E6BB0626","C","188.79","198.79","BRA504","2026-05-07 20:45:13.678"
"Price Code","I","Insert",NA,"E6BB0626","D",NA,"166.52|166.52||I|Standard Pricing|156.52|0.00|0.00|10.00|0.00","BRA504","2025-11-21 02:56:37.648"
"Price Code","U","Update","price","E6BB0626","D","166.52","186.52","BRA503","2026-04-03 22:26:19.097"
"Price Code","U","Update","price","E6BB0626","D","186.52","176.52","BRA503","2026-04-27 21:22:21.823"
"Price Code","I","Insert",NA,"E6BB0626","E",NA,"161.43|161.43||I|Standard Pricing|151.43|0.00|0.00|10.00|0.00","BRA501","2025-11-16 14:19:13.313"
"Price Code","U","Update","price","E6BB0626","E","161.43","191.43","BRA504","2026-05-23 01:12:13.395"
"Price Code","U","Update","price","E6BB0626","E","191.43","211.43","BRA504","2026-05-31 04:09:08.912"
"Price Code","U","Update","price","E6BB0626","E","211.43","196.43","BRA510","2026-06-11 23:40:44.359"
"Price Code","U","Update","price","E6BB0626","E","196.43","221.43","BRA503","2026-06-13 08:28:01.381"
"Price Code","U","Update","price","E6BB0626","E","221.43","231.43","BRA502","2026-06-25 23:42:33.370"
"Price Code","I","Insert",NA,"E6BB0626","F",NA,"129.35|129.35||I|Standard Pricing|119.35|0.00|0.00|10.00|0.00","BRA504","2025-12-01 05:45:43.362"
"Price Code","U","Update","price","E6BB0626","F","129.35","154.35","BRA507","2026-03-08 06:41:43.597"
"Price Code","U","Update","price","E6BB0626","F","154.35","184.35","BRA509","2026-06-03 21:47:09.696"
"Price Code","U","Update","price","E6BB0626","F","184.35","209.35","BRA500","2026-06-22 11:23:19.415"
"Price Code","I","Insert",NA,"E6BB0626","G",NA,"110.19|110.19||I|Standard Pricing|100.19|0.00|0.00|10.00|0.00","BRA506","2025-11-15 15:00:32.457"
"Price Code","U","Update","price","E6BB0626","G","110.19","115.19","BRA506","2026-02-13 10:40:05.062"
"Price Code","U","Update","price","E6BB0626","G","115.19","100.19","BRA500","2026-04-06 13:37:41.407"
"Price Code","U","Update","price","E6BB0626","G","100.19","95.19","BRA508","2026-04-24 07:59:44.344"
"Price Code","U","Update","price","E6BB0626","G","95.19","115.19","BRA510","2026-05-01 08:31:21.915"
"Price Code","U","Update","price","E6BB0626","G","115.19","140.19","BRA502","2026-06-12 08:18:53.650"
"Price Code","I","Insert",NA,"E6BB0626","H",NA,"108.45|108.45||I|Standard Pricing|98.45|0.00|0.00|10.00|0.00","BRA506","2025-11-16 06:52:03.235"
"Price Code","U","Update","price","E6BB0626","H","108.45","138.45","BRA509","2026-04-18 17:39:00.100"
"Price Code","U","Update","price","E6BB0626","H","138.45","168.45","BRA507","2026-04-25 04:38:10.135"
"Price Code","U","Update","price","E6BB0626","H","168.45","193.45","BRA507","2026-06-02 11:45:54.452"
"Price Code","U","Update","price","E6BB0626","H","193.45","208.45","BRA506","2026-06-16 16:18:35.288"
"Price Code","I","Insert",NA,"E6BB0626","I",NA,"74.27|74.27||I|Standard Pricing|64.27|0.00|0.00|10.00|0.00","BRA508","2025-12-01 08:16:17.465"
"Price Code","U","Update","price","E6BB0626","I","74.27","99.27","BRA509","2026-02-06 07:10:37.480"
"Price Code","U","Update","price","E6BB0626","I","99.27","124.27","BRA500","2026-05-04 06:11:38.035"
"Price Code","U","Update","price","E6BB0626","I","124.27","114.27","BRA501","2026-06-01 02:30:38.566"
"Price Code","U","Update","price","E6BB0626","I","114.27","109.27","BRA508","2026-06-17 20:57:10.402"
"Price Code","I","Insert",NA,"E6BB0626","J",NA,"60.84|60.84||I|Standard Pricing|50.84|0.00|0.00|10.00|0.00","BRA510","2025-12-02 15:10:08.581"
"Price Code","U","Update","price","E6BB0626","J","60.84","55.84","BRA506","2026-02-01 07:46:17.993"
"Price Code","U","Update","price","E6BB0626","J","55.84","70.84","BRA504","2026-02-08 05:50:08.201"
"Price Code","U","Update","price","E6BB0626","J","70.84","55.84","BRA506","2026-04-16 05:29:14.578"
"Price Code","I","Insert",NA,"E6BB0626","K",NA,"60.34|60.34||I|Standard Pricing|50.34|0.00|0.00|10.00|0.00","BRA510","2025-11-12 05:22:22.391"
"Price Code","U","Update","price","E6BB0626","K","60.34","65.34","BRA508","2026-01-19 09:55:24.944"
"Price Code","U","Update","price","E6BB0626","K","65.34","95.34","BRA509","2026-01-19 21:24:02.985"
"Price Code","U","Update","price","E6BB0626","K","95.34","90.34","BRA508","2026-04-13 11:25:58.646"
"Price Code","U","Update","price","E6BB0626","K","90.34","115.34","BRA509","2026-06-25 02:09:46.997"
"Price Code","I","Insert",NA,"E6BB0626","L",NA,"51.28|51.28||I|Standard Pricing|41.28|0.00|0.00|10.00|0.00","BRA502","2025-11-21 05:18:11.178"
"Price Code","U","Update","price","E6BB0626","L","51.28","81.28","BRA503","2026-02-11 15:42:54.460"
"Price Code","U","Update","price","E6BB0626","L","81.28","76.28","BRA502","2026-03-06 12:35:33.141"
"Price Code","U","Update","price","E6BB0626","L","76.28","91.28","BRA506","2026-06-23 04:15:38.290"
"Price Code","I","Insert",NA,"E6BB0626","M",NA,"36.34|36.34||I|Standard Pricing|26.34|0.00|0.00|10.00|0.00","BRA506","2025-12-04 17:11:53.208"
"Price Code","U","Update","price","E6BB0626","M","36.34","46.34","BRA503","2026-02-10 11:08:07.206"
"Price Code","U","Update","price","E6BB0626","M","46.34","56.34","BRA509","2026-06-05 21:25:12.900"
"Price Code","I","Insert",NA,"E6BB0627","A",NA,"250.16|250.16||I|Standard Pricing|240.16|0.00|0.00|10.00|0.00","BRA500","2025-11-13 16:31:00.420"
"Price Code","U","Update","price","E6BB0627","A","250.16","260.16","BRA503","2026-02-14 03:06:21.290"
"Price Code","U","Update","price","E6BB0627","A","260.16","255.16","BRA500","2026-04-16 05:50:00.879"
"Price Code","U","Update","price","E6BB0627","A","255.16","285.16","BRA509","2026-05-13 14:18:36.532"
"Price Code","I","Insert",NA,"E6BB0627","B",NA,"232|232||I|Standard Pricing|222|0.00|0.00|10.00|0.00","BRA506","2025-11-29 13:29:06.407"
"Price Code","U","Update","price","E6BB0627","B","232","242","BRA505","2026-02-12 04:58:41.184"
